Id,Title,Episodes,Year,YearStart,YearEnd,TotalYears,EpisodesPerYear,Channel,American company,Technique,IMDb,google_user_rating
1006,Momma Named Me Sheriff,19,2019-2021,2019,2021,2,9.5,Adult Swim,Williams Street,Flash,6.1,57
1134,O'Grady,19,2004-2006,2004,2006,2,9.5,The N,Soup2Nuts,Flash,8.4,75
666,Harley Quinn,47,2019-2024,2019,2024,5,9.4,DC UniverseMax,Warner Bros. AnimationDC Entertainment,Traditional,8.4,79
193,The Brak Show,28,2000-2003,2000,2003,3,9.333333333,Adult Swim,Williams Street,Flash,7.1,87
240,Blippi Wonders,28,2021-2024,2021,2024,3,9.333333333,YouTube,Moonbug Entertainment,CGI,4.7,60
430,Dora the Explorer,177,2000-2019,2000,2019,19,9.315789474,Nickelodeon,Nickelodeon Animation Studio,Traditional,4.3,69
796,Johnny Bravo,65,1997-2004,1997,2004,7,9.285714286,Cartoon Network,Hanna-Barbera,Traditional,7.2,89
1602,ToonHeads,102,1992-2003,1992,2003,11,9.272727273,Cartoon Network,NA,Traditional,8.4,94
466,Dinosaur Train,100,2009-2020,2009,2020,11,9.090909091,PBS Kids,The Jim Henson Company,CGI,8.5,86
650,Grim & Evil,27,2001-2004,2001,2004,3,9,Cartoon Network,Cartoon Network Studios,Traditional,7.7,94
1225,A Pup Named Scooby-Doo,27,1988-1991,1988,1991,3,9,ABC,Hanna-Barbera,Traditional,6.7,93
1801,Yogi's Treasure Hunt,27,1985-1988,1985,1988,3,9,Syndication,Hanna-Barbera,Traditional,7,86
299,The Charlie Brown and Snoopy Show,18,1983-1985,1983,1985,2,9,CBS,Bill Melendez Productions,Traditional,7.4,95
403,Deepa & Anoop,18,2022-2024,2022,2024,2,9,Netflix,Mattel Television,CGI,8.1,59
1216,Pretzel and the Puppies,18,2022-2024,2022,2024,2,9,Apple TV+,HarperCollins Productions,CGI,7.7,66
1656,Transformers: EarthSpark,18,2022-2024,2022,2024,2,9,Paramount+,Nickelodeon Animation Studio,CGI,4,65
66,American Heroes & Legends,9,1992-1993,1992,1993,1,9,Showtime,Rabbit Ears Productions,Traditional,4.2,65
772,It's a Small World: The Animated Series,9,2013-2014,2013,2014,1,9,Disney.com,Disney Television Animation,Flash,6.7,86
1160,The Oz Kids,9,1996-1997,1996,1997,1,9,Direct-to-video,Hyperion Animation,Traditional,7.8,86
1337,Scavengers Reign,9,2023-2024,2023,2024,1,9,Max,"Titmouse, Inc.",Traditional,8.7,81
635,"Good Morning, Mickey!",80,1983-1992,1983,1992,9,8.888888889,The Disney Channel,Walt Disney Productions,Traditional,7.2,85
783,Jay Jay the Jet Plane,62,1998-2005,1998,2005,7,8.857142857,TLCPBS Kids,PorchLight Entertainment,CGI/Live-action,3.7,53
164,Big Mouth,61,2017-2024,2017,2024,7,8.714285714,Netflix,"Titmouse, Inc.",Traditional,7.8,95
972,Metalocalypse,61,2006-2013,2006,2013,7,8.714285714,Adult Swim,Williams Street,Flash,8.3,94
148,Beavis and Butt-Head,270,1993-2024,1993,2024,31,8.709677419,MTVParamount+,MTV Animation,Traditional,8.5,88
122,As Told by Ginger,52,2000-2006,2000,2006,6,8.666666667,Nickelodeon,Klasky CsupoNickelodeon Animation Studio,Traditional,6.9,92
11,Abby's Flying Fairy School,26,2009-2012,2009,2012,3,8.666666667,PBS Kids,Sesame Workshop,CGI,4.9,76
89,Atom Ant,26,1965-1968,1965,1968,3,8.666666667,NBC,Hanna-Barbera,Traditional,6.4,74
428,"Do, Re & Mi",26,2021-2024,2021,2024,3,8.666666667,Amazon Prime Video,Michael Made MeGaumont International Television,Flash,7.4,52
625,"Go, Dog. Go!",26,2021-2024,2021,2024,3,8.666666667,Netflix,DreamWorks Animation Television,CGI,7.3,64
719,HouseBroken,26,2021-2024,2021,2024,3,8.666666667,Fox,Bento Box Entertainment,Traditional,6.4,73
741,Hotel Transylvania: The Series,26,2017-2020,2017,2020,3,8.666666667,Disney Channel,Sony Pictures Animation,Flash,5.6,66
775,The Itsy Bitsy Spider,26,1993-1996,1993,1996,3,8.666666667,USA Network,Hyperion Pictures,Traditional,7.1,89
815,Kamp Koral: SpongeBob's Under Years,26,2021-2024,2021,2024,3,8.666666667,Paramount+,United Plankton PicturesNickelodeon Animation Studio,CGI,3.6,76
921,The Lone Ranger,26,1966-1969,1966,1969,3,8.666666667,CBS,Format Films,Traditional,7.2,93
928,Lost in Oz,26,2015-2018,2015,2018,3,8.666666667,Amazon Prime Video,Amazon Studios,CGI,7.5,66
994,Milton the Monster,26,1965-1968,1965,1968,3,8.666666667,ABC,Hal Seeger Productions,Traditional,7.1,88
1206,The Porky Pig Show,26,1964-1967,1964,1967,3,8.666666667,ABC,Warner Bros. Cartoons,Traditional,7.1,90
1245,Planet Sheen,26,2010-2013,2010,2013,3,8.666666667,Nickelodeon,Omation Animation StudioNickelodeon Animation Studio,CGI,2.9,54
1300,Robot and Monster,26,2012-2015,2012,2015,3,8.666666667,Nickelodeon,Nickelodeon Animation Studio,CGI,5.8,76
1665,Turbo Dogs,26,2008-2011,2008,2011,3,8.666666667,Qubo,Scholastic Entertainment,CGI,6.8,85
1690,The VeggieTales Show,26,2019-2022,2019,2022,3,8.666666667,Trinity Broadcasting Network,Big Idea Productions,CGI,7.9,82
1234,Peep and the Big Wide World,60,2004-2011,2004,2011,7,8.571428571,Discovery Kids,WGBH,Flash,7.8,89
288,Cattanooga Cats,17,1969-1971,1969,1971,2,8.5,ABC,Hanna-Barbera,Traditional,7.2,95
445,Duck & Goose,17,2022-2024,2022,2024,2,8.5,Apple TV+,"Titmouse, Inc.",Traditional,7.8,61
714,Hot Wheels,17,1969-1971,1969,1971,2,8.5,ABC,Ken Snyder Properties,Traditional,7.4,84
931,Lucas Bros. Moving Co.,17,2013-2015,2013,2015,2,8.5,FoxFXX,ADHD Studios,Flash,7.1,73
937,Luno the White Stallion,17,1963-1965,1963,1965,2,8.5,NA,Terrytoons,Traditional,6.4,55
1077,My Little Pony: Make Your Mark,17,2022-2024,2022,2024,2,8.5,Netflix,Hasbro Studios,CGI,5.8,57
1378,Skyhawks,17,1969-1971,1969,1971,2,8.5,ABC,Pantomime Picture Production,Traditional,8.6,92
526,Fat Albert and the Cosby Kids,110,1972-1985,1972,1985,13,8.461538462,CBS,Filmation,Traditional,6.7,89
833,The King Kong Show,25,1966-1969,1966,1969,3,8.333333333,ABC,Videocraft International,Traditional,6.5,89
1770,The Wonderful World of Mickey Mouse,25,2020-2023,2020,2023,3,8.333333333,Disney+,Disney Television Animation,Traditional,7.9,77
1473,Squidbillies,132,2005-2021,2005,2021,16,8.25,Adult Swim,Williams Street,Flash,6.7,82
1795,Yo Gabba Gabba!,66,2007-2015,2007,2015,8,8.25,Nickelodeon,Wildbrain Entertainment,Flash/Live-action,6.9,84
1492,Superbook,82,2011-2021,2011,2021,10,8.2,CBN,NA,CGI,6.8,91
98,Ace Ventura: Pet Detective,41,1995-2000,1995,2000,5,8.2,CBSNickelodeon,Nelvana,Traditional,6.9,87
340,The Cyanide & Happiness Show,41,2014-2019,2014,2019,5,8.2,YouTubeSeesoVRV,LowBrow Studios,Flash,7.9,96
1804,Young Justice,98,2010-2022,2010,2022,12,8.166666667,Cartoon NetworkDC UniverseHBO Max,Warner Bros. AnimationDC Entertainment,Traditional,8.6,83
282,Castlevania,32,2017-2021,2017,2021,4,8,Netflix,Frederator Studios,Traditional,8.3,90
360,Chip 'n' Dale: Park Life,24,2021-2024,2021,2024,3,8,Disney+,Disney Television Animation,Flash,6,62
1124,Nina's Little Fables,24,2010-2013,2010,2013,3,8,PBS Kids Sprout,Spacetoonz,Flash,7.8,93
83,Archie's TV Funnies,16,1971-1973,1971,1973,2,8,CBS,Filmation,Traditional,7.7,91
518,Fangface,16,1978-1980,1978,1980,2,8,ABC,Ruby-Spears Enterprises,Traditional,6.1,90
542,The Flintstone Comedy Hour,16,1972-1974,1972,1974,2,8,CBS,Hanna-Barbera,Traditional,6.5,89
603,Gen:Lock,16,2019-2021,2019,2021,2,8,Rooster TeethHBO Max,Rooster Teeth Studios,CGI,7.2,74
662,Hard Drinkin' Lincoln,16,2000-2002,2000,2002,2,8,NA,icebox.com,Flash,5.6,74
1132,The Nutshack,16,2007-2009,2007,2009,2,8,Myx,ABS-CBN International,Flash,2.2,35
1241,Pinecone & Pony,16,2022-2024,2022,2024,2,8,Apple TV+,DreamWorks Animation Television,Flash,6.6,62
1520,Sonic Prime,16,2022-2024,2022,2024,2,8,Netflix,Netflix Animation,CGI,7.3,86
1677,Undone,16,2019-2021,2019,2021,2,8,Amazon Prime Video,Amazon Studios,CGI,8.2,60
241,Blue Eye Samurai,8,2023-2024,2023,2024,1,8,Netflix,3 Arts Entertainment,Traditional,8.8,92
283,Castlevania: Nocturne,8,2023-2024,2023,2024,1,8,Netflix,Frederator Studios,Traditional,7.4,80
415,Digman!,8,2023-2024,2023,2024,1,8,Comedy Central,"Titmouse, Inc.",Flash,6.5,76
434,Dr. Henry's Emergency Lessons for People,8,1979-1980,1979,1980,1,8,ABC,NA,Traditional,4.4,26
538,Fired on Mars,8,2023-2024,2023,2024,1,8,HBO Max,Pat & Mike Productions,Traditional,6.9,82
843,Klutter!,8,1995-1996,1995,1996,1,8,Fox Kids,Film Roman,Traditional,7.1,68
1376,Skull Island,8,2023-2024,2023,2024,1,8,Netflix,Powerhouse Animation Studios,Traditional,6.6,73
1423,Super Friends: The Legendary Super Powers Show,8,1984-1985,1984,1985,1,8,ABC,Hanna-Barbera,Traditional,7.2,88
1429,Super Turbo Story Time,8,2023-2024,2023,2024,1,8,Motor Trend,"Titmouse, Inc.",Traditional,6.2,84
1449,Shape Island,8,2023-2024,2023,2024,1,8,Apple TV+,Bix Pix Entertainment,Stop-Motion,7.6,82
1573,"This Is America, Charlie Brown",8,1988-1989,1988,1989,1,8,CBS,Lee Mendelson Film Productions,Traditional,7.4,89
1630,TV Funhouse,8,2000-2001,2000,2001,1,8,Comedy Central,Poochie Doochie Productions,Traditional/Live-Action,7.9,91
1779,The World's Greatest SuperFriends,8,1979-1980,1979,1980,1,8,ABC,Hanna-Barbera,Traditional,7.2,88
426,Donald Duck 2024s,71,1983-1992,1983,1992,9,7.888888889,The Disney Channel,Walt Disney Productions,Traditional,7.9,92
661,Happily Ever After: Fairy Tales for Every Child,39,1995-2000,1995,2000,5,7.8,HBO,Hyperion Animation,Traditional,6.8,84
738,Hilda,39,2018-2023,2018,2023,5,7.8,Netflix,Silvergate Media,Traditional,8.6,86
892,Linus the Lionhearted,39,1964-1969,1964,1969,5,7.8,CBSABC,Ed Graham Productions,Traditional,6.9,92
1629,Tutenstein,39,2003-2008,2003,2008,5,7.8,Discovery Kids,PorchLight Entertainment,Traditional,7,97
1759,Wishenpoof!,39,2014-2019,2014,2019,5,7.8,Amazon Prime Video,Amazon StudiosOut of the Blue Enterprises,CGI,4.9,49
1466,Space Ghost Coast to Coast,109,1994-2008,1994,2008,14,7.785714286,Cartoon Network (1994-2001)Adult Swim (2001-2004),Williams Street,Flash/Live-action,7.9,91
1327,Sabrina the Teenage Witch,31,1970-1974,1970,1974,4,7.75,CBS,Filmation,Traditional,6.7,91
279,Cartoon Planet,146,"1995-1998, 2012-2014",1995,2014,19,7.684210526,TBSCartoon Network,NA,Traditional (season 1)/Flash (season 2-3),8.5,86
646,Green Eggs and Ham,23,2019-2022,2019,2022,3,7.666666667,Netflix,Warner Bros. Animation,Traditional,8.1,80
1794,"Yippee, Yappee and Yahooey",23,1964-1967,1964,1967,3,7.666666667,Syndication,Hanna-Barbera,Flash,6.6,74
262,Camp Camp,60,2016-2024,2016,2024,8,7.5,YouTube,Rooster Teeth,Flash,8,92
305,"China, IL",30,2011-2015,2011,2015,4,7.5,Adult Swim,Williams Street,Flash,7.1,75
887,The Life & Times of Tim,30,2008-2012,2008,2012,4,7.5,HBO,Insane Loon Productions,Flash,8.3,84
1046,The Magic School Bus Rides Again,30,2017-2021,2017,2021,4,7.5,Netflix,Scholastic Productions,Flash,6.4,55
1474,Star Trek: Lower Decks,30,2020-2024,2020,2024,4,7.5,Paramount+,CBS Eye Animation Productions,Flash,7.7,83
1771,Woody Woodpecker,30,2018-2022,2018,2022,4,7.5,YouTube,Splash Entertainment,Flash,5.9,83
509,Face's Music Party,15,2022-2024,2022,2024,2,7.5,Nickelodeon,Nickelodeon Animation Studio,Traditional,8.9,70
1147,The Ollie & Moon Show,52,2017-2024,2017,2024,7,7.428571429,Universal Kids,Cottonwood Media,Flash,8.6,75
1437,The Sylvester and Tweety Mysteries,52,1995-2002,1995,2002,7,7.428571429,Fox Kids,Warner Bros. Animation,Traditional,7,89
1044,Madeline,59,1993-2001,1993,2001,8,7.375,Fox FamilyABCDisney Channel,DIC Entertainment,Traditional,6.7,96
507,F Is for Family,44,2015-2021,2015,2021,6,7.333333333,Netflix,Gaumont International Television,Flash,8,92
84,Ask the StoryBots,22,2016-2019,2016,2019,3,7.333333333,Netflix,JibJab Bros. Studios,CGI/Flash/Stop-Motion/Live-Action,8.5,83
1422,Super Friends (1980),22,1980-1983,1980,1983,3,7.333333333,ABC,Hanna-Barbera,Traditional,7.2,85
1504,Sharkdog,22,2021-2024,2021,2024,3,7.333333333,Netflix,One Animation,CGI,6,67
930,"Love, Death & Robots",36,2019-2024,2019,2024,5,7.2,Netflix,Blur Studio,Stop-Motion/CGI/Flash,8.4,93
437,Dream Corp LLC,28,2016-2020,2016,2020,4,7,Adult Swim,Williams Street,Flash/Live-Action,7.2,78
1013,Monster High,14,2022-2024,2022,2024,2,7,Nickelodeon,Nickelodeon Animation Studio,CGI,5.1,47
1141,The Off-Beats,14,1996-1998,1996,1998,2,7,Nickelodeon,Nickelodeon Animation Studio,Traditional,7.6,94
1286,Rick & Steve: The Happiest Gay Couple in All the World,14,2007-2009,2007,2009,2,7,Logo TV,Cuppa Coffee Studios,Stop-motion,7.2,64
253,A Bunch of Munsch,7,1991-1992,1991,1992,1,7,Showtime,CINAR,Traditional,7.3,95
739,The Hot Rod Dogs and Cool Car Cats,7,1995-1996,1995,1996,1,7,CITV,Mike Young Productions,Traditional,7.8,78
973,The Metric Marvels,7,1978-1979,1978,1979,1,7,NBC,NA,Traditional,8.3,92
1480,Star Wars: Young Jedi Adventures,7,2023-2024,2023,2024,1,7,Disney+,Lucasfilm,CGI,5.8,46
485,"Ed, Edd n Eddy",69,1999-2009,1999,2009,10,6.9,Cartoon Network,a.k.a. Cartoon,Traditional,7.5,93
1249,Postcards from Buster,55,2004-2012,2004,2012,8,6.875,PBS Kids Go!,Marc Brown StudiosWGBH,Traditional,5.8,81
996,Minnie's Bow-Toons,89,"2011-2016, 2021-2024",2011,2024,13,6.846153846,Disney Junior,Disney Television Animation,CGI,5.6,79
895,Liquid Television,27,1991-1995,1991,1995,4,6.75,MTV,Colossal Pictures,Traditional/CGI/Stop-Motion,8,96
295,ChalkZone,40,2002-2008,2002,2008,6,6.666666667,Nickelodeon,Frederator Studios,Traditional,6.5,93
1073,My Life as a Teenage Robot,40,2003-2009,2003,2009,6,6.666666667,Nickelodeon,Frederator StudiosNickelodeon Animation Studio,Traditional,7,94
1144,Olivia,40,2009-2015,2009,2015,6,6.666666667,Nick Jr.,Brown Bag Films,CGI,5.8,84
172,Black Dynamite,20,2012-2015,2012,2015,3,6.666666667,Adult Swim,Williams Street,Traditional,7.4,89
665,Harriet the Spy,20,2021-2024,2021,2024,3,6.666666667,Apple TV+,The Jim Henson Company,Flash,5.9,50
1475,Star Trek: Prodigy,20,2021-2024,2021,2024,3,6.666666667,Paramount+,Nickelodeon Animation Studio,CGI,7.5,81
1582,Tigtone,20,2019-2022,2019,2022,3,6.666666667,Adult Swim,Williams Street,CGI,7.1,60
1636,Tales from the Cryptkeeper,39,1993-1999,1993,1999,6,6.5,ABC,Nelvana,Traditional,7.5,70
158,Bibleman (revival series),26,2016-2020,2016,2020,4,6.5,Direct-to-Video,Pamplin Entertainment,Traditional,2.8,69
261,Calvin and the Colonel,26,"1961-1962, 1964-1965",1961,1965,4,6.5,ABC,Kayro Productions,Traditional,6.6,88
355,CBS Storybreak,26,1985-1989,1985,1989,4,6.5,CBS,CBS Productions,Traditional,7.8,96
521,Fantastic Four: World's Greatest Heroes,26,2006-2010,2006,2010,4,6.5,Cartoon Network,Marvel Animation,Traditional,6.7,79
125,Baby Blues,13,2000-2002,2000,2002,2,6.5,The WB,Split the Difference Productions,Traditional,7,72
1000,Mission Hill,13,1999-2001,1999,2001,2,6.5,The WBAdult Swim,Castle Rock Entertainment,Traditional,7.8,97
1260,Rainbow Brite (1984),13,1984-1986,1984,1986,2,6.5,Syndication,DIC Entertainment,Traditional,6.8,91
1377,Sky Commanders,13,1985-1987,1985,1987,2,6.5,Syndication,Hanna-Barbera,Traditional,7.1,66
1396,Spider-Man Unlimited,13,1999-2001,1999,2001,2,6.5,Fox Kids,Marvel Studios,Traditional,6.3,82
1533,Stressed Eric,13,1998-2000,1998,2000,2,6.5,NBC,Klasky Csupo,Traditional,7.4,68
1028,Mr. Pickles,32,2014-2019,2014,2019,5,6.4,Adult Swim,Williams Street,Flash,7.3,87
383,Cyberchase,140,2002-2024,2002,2024,22,6.363636364,"PBS Kids (2002-2004, 2013-2024)PBS Kids Go! (2004-2013)",WNET Thirteen,Traditional/Digital ink-and-paint (seasons 1-5)/Flash/Adobe Flash (season 6-2024),6.9,83
1766,Wonder Pets!,62,2006-2016,2006,2016,10,6.2,Nickelodeon,Nickelodeon Animation StudioLittle Airplane Productions,Flash,6.5,94
183,The Boondocks,55,2005-2014,2005,2014,9,6.111111111,Adult Swim,Adelaide Productions,Traditional,8.5,94
395,Davey and Goliath,73,1961-1973,1961,1973,12,6.083333333,Syndication,Chokey Productions,Stop-Motion,7.5,92
579,Futurama,150,1999-2024,1999,2024,25,6,"Fox
Comedy Central
Hulu",The Curiosity Company,Traditional,8.5,93
377,Creative Galaxy,36,2013-2019,2013,2019,6,6,Amazon Prime Video,Amazon Studios9 Story USA,CGI,5.2,60
479,The Dragon Prince,36,2018-2024,2018,2024,6,6,Netflix,MWM Studios,CGI,8.3,88
1493,Superjail!,36,2008-2014,2008,2014,6,6,Adult Swim,Williams Street,Flash,7.7,69
1479,Star Wars: Visions,18,2021-2024,2021,2024,3,6,Disney+,Lucasfilm,CGI/Stop-Motion/Flash/Traditional,7,73
1730,What If...?,18,2021-2024,2021,2024,3,6,Disney+,Marvel Studios Animation,CGI,7.4,84
632,Golan the Insatiable,12,2013-2015,2013,2015,2,6,Fox,ADHD Studios,Flash,6.6,55
737,High School USA!,12,2013-2015,2013,2015,2,6,Fox,ADHD Studios,Flash,6.3,50
1379,Slacker Cats,12,2007-2009,2007,2009,2,6,ABC Family,Film Roman,Traditional,6.7,10
1452,The Shivering Truth,12,2018-2020,2018,2020,2,6,Adult Swim,PFFR,Stop-Motion,8.1,69
309,The Chuck Jones Show,6,2001-2002,2001,2002,1,6,Cartoon Network,Warner Bros. Cartoons,Traditional,7.4,68
411,The Dick & Paula Celebrity Special,6,1999-2000,1999,2000,1,6,FX,Soup2Nuts,Flash,8.1,82
1036,My Adventures with Superman,6,2023-2024,2023,2024,1,6,Adult Swim,DC Studios,Traditional,7.7,83
1694,Video Mods,6,2004-2005,2004,2005,1,6,MTV2,Big Bear Entertainment,CGI,6.8,95
75,Aqua Teen Hunger Force,139,2000-2024,2000,2024,24,5.791666667,Adult Swim,Williams Street,Flash,7.7,90
1772,The Woody Woodpecker Show,113,1957-1977,1957,1977,20,5.65,ABC,Walter Lantz Productions,Traditional,7,91
671,The Harveytoons Show,78,1950-1964,1950,1964,14,5.571428571,Syndication,Famous Studios,Traditional,6.1,93
669,"Harvey Birdman, Attorney at Law",39,2000-2007,2000,2007,7,5.571428571,Adult Swim,Cartoon Network Studios (season 1)Williams Street,Flash,8,90
1285,Rick and Morty,61,2013-2024,2013,2024,11,5.545454545,Adult Swim,Williams Street,Flash,9.1,95
767,Invader Zim,27,2001-2006,2001,2006,5,5.4,Nickelodeon,Nickelodeon Animation Studio,Traditional,8.4,95
303,Chicago Party Aunt,16,2021-2024,2021,2024,3,5.333333333,Netflix,"Titmouse, Inc.",Flash,5.6,71
610,George of the Jungle (2007),52,2007-2017,2007,2017,10,5.2,Cartoon Network,Jay Ward Productions,Flash,4.3,85
1569,Tender Touches,15,2017-2020,2017,2020,3,5,Adult Swim,Williams Street,Traditional,6.3,41
264,Camp WWE,10,2016-2018,2016,2018,2,5,WWE Network,Stoopid Buddy Stoodios,Stop-Motion,6.4,88
471,Doomlands,10,2022-2024,2022,2024,2,5,The Roku Channel,Look Mom! Productions,Flash,6.6,70
865,Lazor Wulf,10,2019-2021,2019,2021,2,5,Adult Swim,Williams Street,Flash,5.4,59
1412,Strange Planet,5,2023-2024,2023,2024,1,5,Apple TV+,ShadowMachine,Traditional,6.4,75
1434,Swamp Thing,5,1990-1991,1990,1991,1,5,Fox Kids,DIC Entertainment,Traditional,7.4,68
1346,"Scooby-Doo, Where Are You!",41,1969-1978,1969,1978,9,4.555555556,CBSABC,Hanna-Barbera,Traditional,7.9,93
766,Interrupting Chicken,9,2022-2024,2022,2024,2,4.5,Apple TV+,Mercury Filmworks,Traditional,6.7,84
1415,Strawberry Shortcake,22,2003-2008,2003,2008,5,4.4,Syndication,DIC Entertainment,Traditional,5.4,87
598,Gary and His Demons,26,2018-2024,2018,2024,6,4.333333333,VRVAmazon Prime Video,Mondo Media,Flash,8,79
1296,The Road Runner Show,26,1966-1972,1966,1972,6,4.333333333,CBS,DePatie-Freleng Enterprises,Traditional,7.9,92
1503,Secret Millionaires Club,26,2011-2017,2011,2017,6,4.333333333,The Hub Network,Bang Zoom! Entertainment,Flash,7.6,82
209,Bugtime Adventures,13,2004-2007,2004,2007,3,4.333333333,TBN,Lightning Bug Flix,Traditional,6.5,90
500,Evil Con Carne,13,2001-2004,2001,2004,3,4.333333333,Cartoon Network,Cartoon Network Studios,Traditional,6.9,86
1217,Primal,20,2019-2024,2019,2024,5,4,Adult Swim,Cartoon Network StudiosWilliams Street,Traditional,4.9,62
45,AEon Flux,16,1991-1995,1991,1995,4,4,MTV,MTV Animation,Traditional,5.4,62
1802,YOLO,16,2020-2024,2020,2024,4,4,Adult Swim,Williams Street,Flash,7.3,66
560,The Freak Brothers,12,2021-2024,2021,2024,3,4,Tubi,Lionsgate Television,Flash,6,59
1295,"Rise Up, Sing Out",8,2022-2024,2022,2024,2,4,Disney Junior,Disney Television Animation,Flash,4.3,58
23,Adventure Time: Distant Lands,4,2020-2021,2020,2021,1,4,HBO Max,Frederator StudiosCartoon Network Studios,Traditional,8.7,82
858,Larryboy: The Cartoon Adventures,4,2002-2003,2002,2003,1,4,Direct to video,Big Idea Productions,Flash,6.7,95
1598,The Tomfoolery Show,4,1970-1971,1970,1971,1,4,NBC,Rankin/Bass Productions,Traditional,7.8,95
1332,Samurai Jack,62,2001-2017,2001,2017,16,3.875,Cartoon Network (2001-04)Adult Swim (2017),Cartoon Network StudiosWilliams Street (S5),Traditional,8.5,95
684,Helluva Boss,15,2020-2024,2020,2024,4,3.75,YouTube,SpindleHorse Toons,Flash,8.2,97
1139,Off the Air,46,2011-2024,2011,2024,13,3.538461538,Adult Swim,Williams Street,CGI/Flash,8.5,79
1442,SciGirls,46,2010-2023,2010,2023,13,3.538461538,PBS Kids Go! (2010-2013)PBS Kids (2013-2023),Twin Cities PBS,Flash/Live-action,8,70
1445,Secret Adventures,7,1993-1995,1993,1995,2,3.5,Direct-to-video,Broadman & Holman Publishers,Traditional/Live-action,8,89
2,3-2-1 Penguins!,27,2000-2008,2000,2008,8,3.375,Direct to video,Big Idea Productions,CGI,6.5,91
803,JOT,30,1965-1974,1965,1974,9,3.333333333,Syndication,NA,Traditional,7.3,84
1010,Monsters at Work,10,2021-2024,2021,2024,3,3.333333333,Disney+,Disney Television Animation,CGI,7,72
1755,Winky Dink and You,65,"1953-1957, 1969-1973",1953,1973,20,3.25,CBSBroadcast syndication,Universal Television,Traditional,6.8,89
266,Capitol Critters,13,1992-1996,1992,1996,4,3.25,CBS,Hanna-Barbera,Traditional,6.5,94
792,The Jetsons,75,"1962-1963, 1985-1987",1962,1987,25,3,ABCSyndication,Hanna-Barbera,Traditional,7,92
674,HBO Storybook Musicals,18,1987-1993,1987,1993,6,3,HBO,Michael Sporn AnimationKlasky CsupoCinarRandom House,Traditional,8.5,95
